X,Y,xG,lastAction,shotType,situation,result
0.8183,0.7734,0.062,BallTouch,RightFoot,OpenPlay,MissedShots
0.9085,0.3568,0.218,BallTouch,LeftFoot,OpenPlay,Goal
0.943,0.4796,0.524,HeadPass,RightFoot,FromCorner,BlockedShot
0.055,0.3981,0.337,Throughball,RightFoot,SetPiece,MissedShots
0.1186,0.6116,0.231,Standard,RightFoot,FromCorner,MissedShots
0.7394,0.3529,0.078,Aerial,RightFoot,OpenPlay,BlockedShot
0.0528,0.571,0.419,BallTouch,RightFoot,OpenPlay,MissedShots
0.1131,0.6558,0.182,Standard,LeftFoot,OpenPlay,MissedShots
0.9085,0.3676,0.235,Pass,RightFoot,OpenPlay,MissedShots
0.9155,0.2423,0.097,BallTouch,RightFoot,FromCorner,BlockedShot
0.8873,0.2643,0.105,Cross,LeftFoot,OpenPlay,Goal
0.8928,0.4926,0.36,Rebound,Head,OpenPlay,MissedShots
0.9939,0.4564,0.598,Rebound,LeftFoot,FromCorner,MissedShots
0.1857,0.5759,0.171,Aerial,LeftFoot,SetPiece,SavedShot
0.0771,0.5712,0.367,Standard,RightFoot,OpenPlay,SavedShot
0.2741,0.4715,0.094,BallTouch,RightFoot,OpenPlay,ShotOnPost
0.0251,0.4789,0.654,Throughball,RightFoot,OpenPlay,ShotOnPost
0.1092,0.5018,0.355,Cross,RightFoot,OpenPlay,MissedShots
0.995,0.5601,0.525,Standard,LeftFoot,DirectFreekick,MissedShots
0.804,0.5738,0.159,Standard,Head,SetPiece,MissedShots
0.1446,0.4601,0.256,Aerial,RightFoot,FromCorner,MissedShots
0.2125,0.7199,0.074,Standard,Head,OpenPlay,BlockedShot
0.9155,0.875,0.039,Rebound,LeftFoot,DirectFreekick,MissedShots
0.9941,0.3868,0.343,BallTouch,Head,FromCorner,SavedShot
0.8312,0.2364,0.069,Aerial,LeftFoot,FromCorner,MissedShots
0.2355,0.5577,0.122,Standard,RightFoot,SetPiece,MissedShots
0.5741,0.3333,0.022,Rebound,LeftFoot,OpenPlay,SavedShot
0.941,0.7275,0.13,HeadPass,RightFoot,OpenPlay,BlockedShot
0.0864,0.5128,0.423,Standard,RightFoot,FromCorner,SavedShot
0.7473,0.5773,0.103,Pass,Head,OpenPlay,BlockedShot
0.907,0.197,0.067,HeadPass,OtherBodyPart,FromCorner,SavedShot
0.8525,0.6265,0.18,BallTouch,Head,OpenPlay,MissedShots
0.8654,0.4681,0.281,Rebound,RightFoot,FromCorner,Goal
0.9068,0.4129,0.306,BallTouch,RightFoot,OpenPlay,MissedShots
0.8401,0.4632,0.229,Rebound,LeftFoot,DirectFreekick,MissedShots
0.0464,0.325,0.2,HeadPass,LeftFoot,SetPiece,SavedShot
0.8123,0.6274,0.138,Aerial,RightFoot,OpenPlay,SavedShot
0.1173,0.3482,0.183,BallTouch,RightFoot,OpenPlay,MissedShots
0.3375,0.2843,0.034,Cross,RightFoot,DirectFreekick,SavedShot
0.1713,0.6126,0.165,Throughball,RightFoot,OpenPlay,SavedShot
0.7704,0.3312,0.087,Pass,RightFoot,OpenPlay,ShotOnPost
0.0307,0.3126,0.186,Cross,LeftFoot,OpenPlay,SavedShot
0.7647,0.4115,0.114,TakeOn,RightFoot,FromCorner,SavedShot
0.0483,0.3251,0.199,Throughball,RightFoot,OpenPlay,SavedShot
0.6858,0.5586,0.066,Aerial,LeftFoot,OpenPlay,SavedShot
0.8874,0.4264,0.29,HeadPass,RightFoot,OpenPlay,SavedShot
0.0365,0.6679,0.215,Rebound,Head,OpenPlay,SavedShot
0.897,0.3176,0.159,HeadPass,RightFoot,OpenPlay,SavedShot
0.293,0.383,0.068,Pass,LeftFoot,OpenPlay,MissedShots
0.1333,0.581,0.244,Pass,LeftFoot,DirectFreekick,MissedShots
0.9322,0.95,0.022,Throughball,Head,OpenPlay,ShotOnPost
0.1093,0.4393,0.313,Aerial,Head,OpenPlay,Goal
0.1145,0.4598,0.322,TakeOn,Head,FromCorner,MissedShots
0.8489,0.2962,0.112,HeadPass,Head,OpenPlay,Goal
0.9459,0.1484,0.049,Aerial,LeftFoot,OpenPlay,MissedShots
0.17,0.2719,0.087,Pass,RightFoot,FromCorner,SavedShot
0.8454,0.7072,0.107,BallTouch,RightFoot,OpenPlay,MissedShots
0.8415,0.2079,0.06,TakeOn,LeftFoot,SetPiece,SavedShot
0.2979,0.2869,0.045,BallTouch,RightFoot,DirectFreekick,MissedShots
0.7157,0.3317,0.06,Standard,Head,SetPiece,Goal
0.1349,0.3513,0.171,Throughball,RightFoot,OpenPlay,SavedShot
0.1338,0.7011,0.123,HeadPass,LeftFoot,OpenPlay,MissedShots
0.0424,0.6695,0.21,HeadPass,Head,OpenPlay,SavedShot
0.8187,0.557,0.186,Cross,RightFoot,FromCorner,Goal
0.8826,0.1009,0.03,BallTouch,Head,OpenPlay,MissedShots
0.7786,0.6513,0.099,Rebound,LeftFoot,Penalty,Goal
0.5837,0.4203,0.029,BallTouch,RightFoot,OpenPlay,Goal
0.1223,0.5539,0.292,Cross,LeftFoot,SetPiece,SavedShot
0.3162,0.5028,0.068,Aerial,LeftFoot,OpenPlay,SavedShot
0.0239,0.7834,0.087,TakeOn,RightFoot,OpenPlay,SavedShot
0.3168,0.3934,0.059,HeadPass,Head,OpenPlay,MissedShots
0.8906,0.3746,0.225,Standard,LeftFoot,DirectFreekick,BlockedShot
0.3238,0.7709,0.029,BallTouch,RightFoot,SetPiece,SavedShot
0.1083,0.6044,0.255,TakeOn,RightFoot,OpenPlay,MissedShots
0.7789,0.487,0.145,Cross,Head,FromCorner,BlockedShot
0.993,0.3073,0.182,BallTouch,RightFoot,DirectFreekick,SavedShot
0.201,0.266,0.072,Cross,RightFoot,SetPiece,MissedShots
0.1437,0.2687,0.096,Rebound,RightFoot,OpenPlay,Goal
0.1525,0.461,0.241,Standard,LeftFoot,OpenPlay,SavedShot
0.0926,0.3634,0.227,Cross,LeftFoot,OpenPlay,BlockedShot
0.9073,0.4209,0.321,BallTouch,RightFoot,OpenPlay,BlockedShot
0.0522,0.4043,0.355,Pass,RightFoot,OpenPlay,MissedShots
0.2479,0.3246,0.075,Cross,LeftFoot,FromCorner,SavedShot
0.9352,0.4101,0.35,Rebound,RightFoot,OpenPlay,ShotOnPost
0.6665,0.2722,0.034,Rebound,Head,OpenPlay,BlockedShot
0.7925,0.1259,0.028,Rebound,RightFoot,SetPiece,MissedShots
0.9424,0.65,0.235,Standard,LeftFoot,OpenPlay,Goal
0.7734,0.4665,0.136,Cross,LeftFoot,OpenPlay,MissedShots
0.1801,0.6198,0.151,Standard,LeftFoot,OpenPlay,SavedShot
0.8048,0.4472,0.169,Aerial,RightFoot,OpenPlay,Goal
0.9584,0.4567,0.526,BallTouch,OtherBodyPart,FromCorner,MissedShots
0.0957,0.6774,0.169,HeadPass,RightFoot,DirectFreekick,BlockedShot
0.092,0.5382,0.383,TakeOn,RightFoot,OpenPlay,MissedShots
0.7941,0.4867,0.163,Pass,LeftFoot,OpenPlay,BlockedShot
0.9654,0.405,0.379,Pass,Head,OpenPlay,SavedShot
0.204,0.2874,0.08,Standard,Head,DirectFreekick,MissedShots
0.8472,0.261,0.088,Throughball,Head,OpenPlay,ShotOnPost
0.8414,0.4411,0.22,Throughball,RightFoot,OpenPlay,MissedShots
0.7691,0.4582,0.13,BallTouch,RightFoot,OpenPlay,SavedShot
0.1672,0.394,0.174,Cross,LeftFoot,FromCorner,BlockedShot
0.9181,0.1444,0.046,Cross,RightFoot,OpenPlay,MissedShots
0.0409,0.8671,0.044,Rebound,RightFoot,OpenPlay,MissedShots
0.7456,0.2842,0.059,Aerial,RightFoot,DirectFreekick,MissedShots
0.7809,0.3276,0.091,Standard,LeftFoot,OpenPlay,SavedShot
0.8281,0.05,0.018,BallTouch,RightFoot,DirectFreekick,MissedShots
0.8738,0.5953,0.24,Pass,Head,OpenPlay,BlockedShot
0.926,0.7538,0.103,Rebound,RightFoot,OpenPlay,SavedShot
0.0072,0.2967,0.167,TakeOn,RightFoot,DirectFreekick,BlockedShot
0.8762,0.5666,0.276,Rebound,RightFoot,OpenPlay,SavedShot
0.006,0.6191,0.327,Standard,LeftFoot,FromCorner,SavedShot
0.9546,0.1953,0.072,Standard,RightFoot,OpenPlay,MissedShots
0.9614,0.3148,0.187,Aerial,Head,OpenPlay,BlockedShot
0.3527,0.4593,0.05,Standard,RightFoot,FromCorner,SavedShot
0.882,0.5857,0.265,Standard,LeftFoot,FromCorner,SavedShot
0.2822,0.95,0.012,HeadPass,RightFoot,OpenPlay,SavedShot
0.1759,0.3504,0.134,HeadPass,RightFoot,DirectFreekick,MissedShots
0.9939,0.4747,0.691,Aerial,LeftFoot,SetPiece,MissedShots
0.8628,0.5084,0.283,Standard,RightFoot,SetPiece,MissedShots
0.2791,0.4991,0.091,Rebound,RightFoot,Penalty,SavedShot
0.1977,0.3214,0.101,Standard,RightFoot,OpenPlay,MissedShots
0.8543,0.4247,0.229,Throughball,LeftFoot,DirectFreekick,SavedShot
0.1462,0.4613,0.253,Aerial,RightFoot,OpenPlay,BlockedShot
0.2095,0.7308,0.07,Rebound,RightFoot,FromCorner,BlockedShot
0.869,0.5999,0.228,Cross,RightFoot,SetPiece,ShotOnPost
0.1615,0.7187,0.097,TakeOn,Head,OpenPlay,MissedShots
0.9892,0.5553,0.542,Aerial,LeftFoot,SetPiece,SavedShot
0.062,0.5789,0.381,BallTouch,RightFoot,FromCorner,SavedShot
